,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,City Rain,City Snow,Weather Description,Date
273,Borgarnes,64.54,-21.92,27.0,79,0,2.24,IS,0.0,0.0,clear sky,2020-02-09 21:07:36
274,Arlit,18.74,7.39,71.56,13,0,15.01,NE,0.0,0.0,clear sky,2020-02-09 21:07:37
275,Bogovarovo,58.98,47.02,24.84,94,100,10.11,RU,0.0,0.25,light snow,2020-02-09 21:07:37
276,Whitehorse,60.72,-135.05,35.6,34,75,13.87,CA,0.0,0.0,broken clouds,2020-02-09 21:06:28
277,Oga,46.46,10.35,34.0,68,90,18.34,IT,0.0,0.0,overcast clouds,2020-02-09 21:07:37
278,Lompoc,34.64,-120.46,63.0,41,1,13.31,US,0.0,0.0,clear sky,2020-02-09 21:07:37
279,Sept-Iles,50.2,-66.38,12.2,47,75,12.75,CA,0.0,0.0,broken clouds,2020-02-09 21:06:04
280,Ponta Do Sol,32.67,-17.1,64.4,68,20,8.05,PT,0.0,0.0,few clouds,2020-02-09 21:07:22
281,Rivers,50.03,-100.24,19.4,67,75,13.87,CA,0.0,0.0,broken clouds,2020-02-09 21:07:38
282,Honiara,-9.43,159.95,80.6,88,75,6.93,SB,0.0,0.0,broken clouds,2020-02-09 21:07:38
283,Tautira,-17.73,-149.15,87.8,66,40,10.29,PF,0.0,0.0,shower rain,2020-02-09 21:07:38
284,Lensk,60.73,114.93,12.27,96,100,4.32,RU,0.0,0.44,light snow,2020-02-09 21:07:38
285,Okha,53.57,142.95,-2.29,97,98,13.49,RU,0.0,0.0,overcast clouds,2020-02-09 21:07:39
286,Broome,42.25,-75.83,37.0,79,40,6.93,US,0.51,0.0,light rain,2020-02-09 21:07:39
287,Manbij,36.53,37.95,21.2,57,0,1.12,SY,0.0,0.0,clear sky,2020-02-09 21:07:39
288,Jingdezhen,29.29,117.21,42.49,83,61,2.26,CN,0.0,0.0,broken clouds,2020-02-09 21:07:39
289,Marystown,47.17,-55.15,22.3,76,56,17.56,CA,0.0,0.0,broken clouds,2020-02-09 21:07:39
290,Margate,51.38,1.39,52.0,76,40,24.16,GB,0.0,0.0,scattered clouds,2020-02-09 21:07:39
291,Khatanga,71.97,102.5,-17.18,94,0,6.02,RU,0.0,0.0,clear sky,2020-02-09 21:07:40
292,Antofagasta,-23.65,-70.4,71.6,64,75,14.99,CL,0.0,0.0,broken clouds,2020-02-09 21:07:32
293,Nanortalik,60.14,-45.24,22.57,61,73,47.92,GL,0.0,0.0,broken clouds,2020-02-09 21:07:40
294,Kagoro,9.6,8.38,68.0,37,81,6.93,NG,0.0,0.0,haze,2020-02-09 21:07:40
295,Greensburg,40.3,-79.54,37.99,74,1,8.05,US,0.51,0.0,light rain,2020-02-09 21:07:40
296,Rena,61.13,11.36,30.99,97,100,12.93,NO,4.0,0.0,moderate rain,2020-02-09 21:07:41
297,Zhigansk,66.77,123.37,-8.72,87,100,13.09,RU,0.0,0.0,overcast clouds,2020-02-09 21:07:41
298,Saint-Philippe,-21.36,55.77,75.2,88,75,12.75,RE,0.0,0.0,broken clouds,2020-02-09 21:07:41
299,Jacqueville,5.21,-4.41,86.0,79,9,8.05,CI,0.0,0.0,clear sky,2020-02-09 21:07:41
300,Wick,58.43,-3.08,39.2,86,99,19.46,GB,1.19,0.0,light rain,2020-02-09 21:03:04
301,Jalu,29.03,21.55,54.75,54,0,5.75,LY,0.0,0.0,clear sky,2020-02-09 21:07:41
302,Talnakh,69.49,88.4,-14.8,83,0,4.47,RU,0.0,0.0,clear sky,2020-02-09 21:07:42
303,Olafsvik,64.89,-23.71,26.22,73,87,16.91,IS,0.0,0.0,overcast clouds,2020-02-09 21:07:42
304,Pevek,69.7,170.31,-31.32,98,92,5.84,RU,0.0,0.0,overcast clouds,2020-02-09 21:07:42
305,Bukama,-9.2,25.85,71.53,96,100,0.54,CD,2.69,0.0,light rain,2020-02-09 21:07:42
306,Camocim,-2.9,-40.84,77.04,94,79,4.07,BR,1.31,0.0,light rain,2020-02-09 21:07:42
307,Coihaique,-45.58,-72.07,73.4,40,40,8.05,CL,0.0,0.0,scattered clouds,2020-02-09 21:07:42
308,Cedar City,37.68,-113.06,30.2,86,90,8.05,US,0.0,0.0,light snow,2020-02-09 21:07:43
309,Codrington,-38.27,141.97,64.56,81,100,11.25,AU,0.0,0.0,overcast clouds,2020-02-09 21:07:43
310,Torbay,47.67,-52.73,19.99,52,20,16.11,CA,0.0,0.0,few clouds,2020-02-09 21:07:43
311,Vohibinany,-17.35,49.03,65.61,95,2,2.17,MG,0.0,0.0,clear sky,2020-02-09 21:07:43
312,Komsomolskiy,40.43,71.72,46.4,52,100,4.79,UZ,0.0,0.0,overcast clouds,2020-02-09 21:07:43
313,Sakakah,29.97,40.21,48.2,79,75,11.41,SA,0.0,0.0,broken clouds,2020-02-09 21:07:44
314,Taltal,-25.4,-70.48,68.14,65,84,8.03,CL,0.0,0.0,broken clouds,2020-02-09 21:07:44
315,Goure,13.98,10.27,73.0,14,40,14.0,NE,0.0,0.0,scattered clouds,2020-02-09 21:07:44
316,San Juan De Uraba,8.76,-76.53,81.16,79,100,12.53,CO,0.0,0.0,overcast clouds,2020-02-09 21:07:44
317,Bansi,27.18,82.93,51.82,68,0,7.43,IN,0.0,0.0,clear sky,2020-02-09 21:07:44
318,Kenora,49.82,-94.43,14.0,78,100,13.87,CA,0.0,0.0,overcast clouds,2020-02-09 21:07:44
319,Severodvinsk,64.56,39.83,30.2,92,75,6.71,RU,0.0,0.0,light snow,2020-02-09 21:07:45
320,Narsaq,60.92,-46.05,17.6,67,100,3.36,GL,0.0,0.69,light snow,2020-02-09 21:03:04
321,Acheng,45.55,126.98,-0.4,84,40,2.24,CN,0.0,0.0,mist,2020-02-09 21:07:45
322,Dongsheng,39.82,109.98,28.29,36,0,13.0,CN,0.0,0.0,clear sky,2020-02-09 21:07:45
323,Zilair,52.23,57.44,-9.18,89,0,3.94,RU,0.0,0.0,clear sky,2020-02-09 21:07:45
324,Casablanca,33.59,-7.62,61.0,93,40,8.05,MA,0.0,0.0,scattered clouds,2020-02-09 21:04:04
325,Lata,40.16,-8.33,57.2,87,90,3.36,PT,0.0,0.0,overcast clouds,2020-02-09 21:07:46
326,Camacha,33.08,-16.33,64.4,72,40,6.93,PT,0.0,0.0,scattered clouds,2020-02-09 21:07:46
327,Petropavlovsk-Kamchatskiy,53.05,158.65,21.2,62,87,11.18,RU,0.0,0.0,overcast clouds,2020-02-09 21:06:20
328,Caravelas,-17.71,-39.25,81.28,82,0,16.31,BR,0.0,0.0,clear sky,2020-02-09 21:07:46
329,Nalut,30.33,10.85,53.8,26,0,10.76,LY,0.0,0.0,clear sky,2020-02-09 21:07:30
330,Kununurra,-15.77,128.73,80.6,74,100,5.82,AU,0.0,0.0,overcast clouds,2020-02-09 21:07:46
331,Halifax,44.65,-63.57,27.0,45,20,6.93,CA,0.0,0.0,few clouds,2020-02-09 21:04:38
332,Puertollano,38.69,-4.11,48.99,90,100,2.04,ES,0.0,0.0,overcast clouds,2020-02-09 21:07:47
333,Ouadda,8.08,22.4,76.55,17,0,8.7,CF,0.0,0.0,clear sky,2020-02-09 21:07:47
334,Talcahuano,-36.72,-73.12,75.2,50,0,10.29,CL,0.0,0.0,clear sky,2020-02-09 21:07:47
335,Ferrol,43.48,-8.24,61.0,77,75,14.99,ES,0.0,0.0,broken clouds,2020-02-09 21:07:47
336,Adrar,20.5,-10.07,70.09,10,0,11.65,MR,0.0,0.0,clear sky,2020-02-09 21:07:47
337,Morondava,-20.28,44.28,76.23,85,6,4.18,MG,0.13,0.0,light rain,2020-02-09 21:07:48
338,Healdsburg,38.61,-122.87,63.0,25,1,8.05,US,0.0,0.0,clear sky,2020-02-09 21:07:48
339,Khorixas,-20.37,14.97,68.32,45,0,8.61,NA,0.0,0.0,clear sky,2020-02-09 21:07:48
340,Manaure,11.78,-72.44,84.2,70,0,19.46,CO,0.0,0.0,clear sky,2020-02-09 21:07:48
341,Akyab,20.15,92.9,67.57,59,0,7.25,MM,0.0,0.0,clear sky,2020-02-09 21:07:48
342,Salgueiro,-8.07,-39.12,82.51,59,95,0.51,BR,0.0,0.0,overcast clouds,2020-02-09 21:07:48
343,Nemuro,43.32,145.57,22.1,77,83,34.36,JP,0.0,0.0,broken clouds,2020-02-09 21:07:49
344,Bentiu,9.23,29.83,78.94,19,0,8.37,SS,0.0,0.0,clear sky,2020-02-09 21:07:49
345,Rawson,-43.3,-65.1,62.4,73,0,25.75,AR,0.0,0.0,clear sky,2020-02-09 21:07:22
346,Kloulklubed,7.04,134.26,77.0,94,90,4.7,PW,0.0,0.0,overcast clouds,2020-02-09 21:07:49
347,Butembo,0.15,29.28,66.61,52,16,4.81,CD,0.0,0.0,few clouds,2020-02-09 21:07:49
348,Laytown,53.68,-6.24,44.01,86,75,13.87,IE,0.0,0.0,broken clouds,2020-02-09 21:07:49
349,Dillon,34.42,-79.37,57.2,37,1,4.56,US,0.0,0.0,clear sky,2020-02-09 21:07:49
350,Conceicao Do Araguaia,-8.26,-49.26,75.18,85,100,2.21,BR,0.0,0.0,overcast clouds,2020-02-09 21:07:50
351,Alta Floresta,-9.88,-56.09,73.4,100,90,3.36,BR,0.0,0.0,light rain,2020-02-09 21:07:50
352,Derzhavinsk,51.1,66.32,-2.0,97,96,8.32,KZ,0.0,0.0,overcast clouds,2020-02-09 21:07:50
353,Guerrero Negro,27.98,-114.06,65.21,60,100,7.49,MX,0.0,0.0,overcast clouds,2020-02-09 21:07:31
354,Havre-Saint-Pierre,50.23,-63.6,10.4,78,90,24.16,CA,0.0,0.0,light snow,2020-02-09 21:07:50
355,Kamenka,51.32,42.77,15.01,84,35,1.99,RU,0.0,0.0,scattered clouds,2020-02-09 21:07:50
356,Kyren,51.68,102.14,23.29,55,100,10.78,RU,0.0,0.0,overcast clouds,2020-02-09 21:07:51
357,Cam Ranh,11.92,109.16,78.8,74,75,17.22,VN,0.0,0.0,broken clouds,2020-02-09 21:07:51
358,Ludza,56.55,27.72,32.5,78,54,15.9,LV,0.0,0.0,broken clouds,2020-02-09 21:07:51
359,Bardiyah,31.76,25.09,55.47,58,44,9.13,LY,0.0,0.0,scattered clouds,2020-02-09 21:07:51
360,Kang,-23.68,22.79,78.76,39,0,6.64,BW,0.0,0.0,clear sky,2020-02-09 21:07:51
361,Bonthe,7.53,-12.51,79.43,79,16,7.87,SL,0.0,0.0,few clouds,2020-02-09 21:07:52
362,Hualmay,-11.1,-77.61,77.43,60,53,9.17,PE,0.0,0.0,broken clouds,2020-02-09 21:07:52
363,Victoria,22.29,114.16,60.8,72,40,8.05,HK,0.0,0.0,scattered clouds,2020-02-09 21:07:52
364,Andenes,69.31,16.12,37.4,74,100,13.87,NO,0.0,0.0,overcast clouds,2020-02-09 21:07:52
365,Pitimbu,-7.47,-34.81,84.2,74,40,16.11,BR,0.0,0.0,scattered clouds,2020-02-09 21:07:52
366,Ucluelet,48.93,-125.55,46.0,70,20,4.7,CA,0.0,0.0,few clouds,2020-02-09 21:07:53
367,Rincon,32.3,-81.24,64.4,40,1,5.82,US,0.0,0.0,clear sky,2020-02-09 21:07:53
368,Cabra,37.47,-4.44,54.0,81,100,1.12,ES,0.0,0.0,overcast clouds,2020-02-09 21:07:53
369,Ardesen,41.19,40.99,28.4,100,90,4.7,TR,0.0,0.0,light snow,2020-02-09 21:07:53
370,Takaka,-40.85,172.8,72.0,78,0,1.99,NZ,0.0,0.0,clear sky,2020-02-09 21:07:53
371,Svetlogorsk,52.63,29.73,29.71,80,66,14.88,BY,0.0,0.0,broken clouds,2020-02-09 21:07:54
372,Bandarbeyla,9.49,50.81,76.06,76,100,19.28,SO,0.0,0.0,overcast clouds,2020-02-09 21:07:54
373,Grand Forks,47.93,-97.03,24.8,85,1,6.96,US,0.0,0.0,clear sky,2020-02-09 21:07:02
374,Tundla,27.2,78.28,52.72,63,81,2.86,IN,0.0,0.0,broken clouds,2020-02-09 21:07:54
375,Muros,42.78,-9.06,61.0,100,75,12.75,ES,0.0,0.0,drizzle,2020-02-09 21:07:54
376,Lovozero,68.0,35.01,21.15,90,46,6.22,RU,0.0,0.0,scattered clouds,2020-02-09 21:07:54
